time,ls_ratio_overall,price,L_ratio
1674183324229,0.7497812773403325,21090.3,0.4285
1674183329305,0.7244352474564579,21090.2,0.4201
1674183334340,0.7146776406035665,21090.0,0.41679999999999995
1674183339976,0.8092998009770218,21093.3,0.4473
1674183344905,0.8109380659181457,21091.8,0.4478
1674183379194,0.9538882375928096,21088.8,0.4882
1674183384502,0.9550342130987292,21088.8,0.48849999999999993
1674183389813,0.9383601473153712,21088.8,0.4841
1674183393997,0.9364833462432224,21088.9,0.4836
1674183399132,0.9470404984423676,21089.8,0.48639999999999994
1674183404517,0.9462826002335538,21089.8,0.48619999999999997
1674183408999,0.9470404984423676,21089.8,0.48639999999999994
1674183439695,0.8291567587342235,21083.3,0.4533
1674183443860,0.8119224497191521,21084.6,0.4481
1674183449162,0.8096272167933406,21086.8,0.4474
1674183454277,0.8145527127563056,21086.9,0.4489
1674183459450,0.9022256039566292,21092.8,0.4743
1674183463858,0.873711823121604,21087.5,0.46630000000000005
1674183469256,0.8487705675725641,21084.2,0.45909999999999995
1674183499036,0.9538882375928096,21087.4,0.4882
1674183504744,0.9542700801250732,21087.5,0.48829999999999996
1674183509220,0.9470404984423676,21087.4,0.48639999999999994
1674183514381,0.9654088050314464,21087.4,0.49119999999999997
1674183519750,0.9584802193497844,21085.5,0.4894
1674183523959,0.9193857965451055,21082.6,0.479
1674183529428,0.9102196752626552,21082.0,0.47650000000000003
1674183558657,1.0024028834601524,21081.4,0.5006000000000002
1674183564270,1.0036064916850331,21081.3,0.5009
1674183569507,0.9592476489028212,21081.4,0.4896
1674183573774,0.9857029388403497,21081.4,0.4964
1674183580046,0.9076688286913392,21077.3,0.4758
1674183584152,0.8889308651303363,21077.2,0.4706
1674183589495,0.8719580681392736,21077.1,0.4658
1674183624603,0.5837820715869496,21079.8,0.36860000000000004
1674183629664,0.6097875080489376,21084.9,0.3788
1674183633987,0.6852039096730703,21088.9,0.40659999999999996
1674183639465,0.7280110592707794,21091.0,0.4213
1674183644878,0.763046544428773,21091.0,0.4328
1674183649045,0.7873100983020553,21091.0,0.4405
1674183654261,0.8301610541727672,21092.9,0.4536
1674183684907,0.9219680953296174,21095.0,0.47969999999999996
1674183688959,0.9297568506368198,21095.0,0.4818
1674183694330,0.9275250578257516,21094.9,0.48119999999999996
1674183699499,1.0420665713702266,21095.0,0.5103
1674183704633,1.070822116380203,21095.7,0.5171
1674183709656,1.0716801325875285,21095.8,0.5173000000000001
1674183713953,1.1003990758244069,21096.2,0.5239000000000001
1674183749886,1.158894645941278,21092.5,0.5367999999999999
1674183754002,1.1561017680034495,21092.6,0.5361999999999999
1674183759155,1.1385799828913603,21092.6,0.5324
